planta,humedad_aire,humedad_aire_nivel,humedad_suelo,humedad_suelo_nivel,temperatura,temperatura_nivel,luminosidad,luminosidad_nivel,ventilador,ventilador_nivel,rociador,rociador_nivel,recomendacion
Pimentón,82,alto,56.125,medio,39.16666666666666,alto,62.61111111111111,medio,89.93219379129562,alto,45.00001059952396,medio,alerta temperatura
Pimentón,88,alto,75.275,alto,39.3,alto,63.83333333333333,alto,89.96044206314825,alto,10.423310606208247,bajo,alerta temperatura
Pimentón,50,medio,42.75,medio,39.266666666666666,alto,64.77777777777777,alto,89.95376876747912,alto,0.0,bajo,alerta temperatura
Pimentón,41,medio,56.89999999999999,medio,38.93333333333333,alto,65.22222222222221,alto,89.87300064521501,alto,45.00001374902751,medio,alerta temperatura
Pimentón,56,medio,55.375,medio,39.43333333333333,alto,67.05555555555554,alto,89.98439495499746,alto,45.000010572998974,medio,alerta temperatura
Pimentón,76,alto,100.0,alto,39.16666666666666,alto,67.61111111111111,alto,89.93219379129562,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,78,alto,92.225,alto,39.333333333333336,alto,68.88888888888889,alto,89.96685328328175,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,77,alto,74.1,alto,39.53333333333333,alto,70.22222222222221,alto,89.99941251075286,alto,10.644550038996677,bajo,alerta temperatura
Pimentón,89,alto,20.3,bajo,39.5,alto,71.16666666666667,alto,61.90608139845015,medio,86.69655257983815,alto,alerta temperatura
Pimentón,20,bajo,89.575,alto,38.0,alto,69.66666666666666,alto,89.52799123796237,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,87,alto,93.175,alto,39.63333333333333,alto,73.38888888888889,alto,90.01182128282355,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,87,alto,57.875,medio,39.333333333333336,alto,73.88888888888889,alto,89.96685328328175,alto,45.000008454023565,medio,alerta temperatura
Pimentón,80,alto,82.0,alto,39.266666666666666,alto,74.77777777777777,alto,89.95376876747912,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,92,alto,68.89999999999999,alto,38.96666666666667,alto,75.27777777777777,alto,89.88217958226687,alto,11.955187599136188,bajo,alerta temperatura
Pimentón,60,medio,77.05,alto,39.333333333333336,alto,76.88888888888889,alto,89.96685328328175,alto,10.160014921186523,bajo,alerta temperatura
Pimentón,88,alto,79.25,alto,38.93333333333333,alto,77.22222222222221,alto,89.87300064521501,alto,9.981410765681932,bajo,alerta temperatura
Pimentón,75,alto,79.25,alto,39.53333333333333,alto,79.22222222222221,alto,90.0175420863126,alto,9.981410765681932,bajo,alerta temperatura
Pimentón,76,alto,88.64999999999999,alto,39.0,alto,58.33333333333333,medio,89.89112718854929,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,84,alto,72.39999999999999,alto,38.93333333333333,alto,59.22222222222221,medio,89.87300064521501,alto,11.019703213123664,bajo,alerta temperatura
Pimentón,53,medio,42.8,medio,39.13333333333333,alto,60.55555555555556,medio,89.92447714289452,alto,0.0,bajo,alerta temperatura
Pimentón,71,alto,80.125,alto,38.86666666666667,alto,61.11111111111112,medio,89.85389612319277,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,94,alto,89.67500000000001,alto,39.13333333333333,alto,62.55555555555556,medio,89.92447714289452,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,98,alto,83.55,alto,39.5,alto,64.16666666666667,alto,89.99469589646465,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,59,medio,77.7,alto,39.23333333333333,alto,64.72222222222223,alto,89.94684025679112,alto,10.088386000165885,bajo,alerta temperatura
Pimentón,90,alto,93.625,alto,38.63333333333333,alto,64.72222222222223,alto,89.77990509817154,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,86,alto,77.725,alto,38.86666666666667,alto,66.11111111111111,alto,89.85389612319277,alto,10.08591275103367,bajo,alerta temperatura
Pimentón,74,alto,64.9,alto,38.66666666666666,alto,66.77777777777777,alto,89.79114712771577,alto,15.360016858128564,bajo,alerta temperatura
Pimentón,54,medio,51.525,medio,39.16666666666666,alto,68.61111111111111,alto,89.93219379129562,alto,45.000008043158395,medio,alerta temperatura
Pimentón,51,medio,67.05,alto,39.06666666666667,alto,69.44444444444446,alto,89.90831406362376,alto,12.519442937565254,bajo,alerta temperatura
Pimentón,68,medio,54.075,medio,39.23333333333333,alto,70.72222222222223,alto,89.94684025679112,alto,45.00001049590138,medio,alerta temperatura
Pimentón,95,alto,57.05,medio,38.833333333333336,alto,71.05555555555556,alto,89.84400434533903,alto,45.00001216810433,medio,alerta temperatura
Pimentón,96,alto,65.10000000000001,alto,39.16666666666666,alto,72.61111111111111,alto,89.93219379129562,alto,13.155482547329461,bajo,alerta temperatura
Pimentón,76,alto,18.875,bajo,39.1,alto,73.5,alto,61.87524876187203,medio,86.69999334667001,alto,alerta temperatura
Pimentón,49,medio,67.425,alto,38.9,alto,74.16666666666666,alto,89.86356412397052,alto,12.401741722717258,bajo,alerta temperatura
Pimentón,19,bajo,32.4,bajo,39.56666666666667,alto,76.27777777777779,alto,67.21566987989011,medio,83.5283352223189,alto,alerta temperatura
Pimentón,81,alto,70.1,alto,38.766666666666666,alto,75.94444444444444,alto,89.82353213002813,alto,11.613015794440129,bajo,alerta temperatura
Pimentón,88,alto,70.92500000000001,alto,39.43333333333333,alto,78.05555555555554,alto,89.98439495499746,alto,11.390096922307633,bajo,alerta temperatura
Pimentón,92,alto,83.325,alto,39.56666666666667,alto,79.27777777777779,alto,90.01960112292758,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,87,alto,67.75,alto,38.66666666666666,alto,57.77777777777777,medio,89.79114712771577,alto,12.301066940536407,bajo,alerta temperatura
Pimentón,73,alto,89.725,alto,39.3,alto,59.83333333333333,medio,89.96044206314825,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,93,alto,3.1,bajo,38.03333333333333,alto,58.72222222222221,medio,61.73152992546905,medio,86.69999334667001,alto,alerta temperatura
Pimentón,18,bajo,69.45,alto,39.93333333333333,alto,62.888888888888886,medio,90.03233180540472,alto,11.795858804780707,bajo,alerta temperatura
Pimentón,75,alto,85.52499999999999,alto,38.93333333333333,alto,62.22222222222221,medio,89.87300064521501,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,84,alto,90.75,alto,39.0,alto,63.33333333333333,medio,89.89112718854929,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,69,medio,72.02499999999999,alto,39.3,alto,64.83333333333333,alto,89.96044206314825,alto,11.110207438492749,bajo,alerta temperatura
Pimentón,85,alto,73.25,alto,39.13333333333333,alto,65.55555555555556,alto,89.92447714289452,alto,10.824599710032551,bajo,alerta temperatura
Pimentón,52,medio,69.625,alto,39.2,alto,66.66666666666667,alto,89.93965914007892,alto,11.74602685801237,bajo,alerta temperatura
Pimentón,72,alto,89.5,alto,39.53333333333333,alto,68.22222222222221,alto,89.99941251075286,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,64,medio,63.975,alto,38.93333333333333,alto,68.22222222222221,alto,89.87300064521501,alto,28.75229701404556,medio,alerta temperatura
Pimentón,84,alto,49.55,medio,38.0,alto,67.66666666666666,alto,89.52799123796237,alto,45.00001779965819,medio,alerta temperatura
Pimentón,87,alto,93.0,alto,39.46666666666667,alto,71.11111111111111,alto,89.98970252559965,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,43,medio,61.475,medio,39.4,alto,72.0,alto,89.97881388722828,alto,41.67300757976675,medio,alerta temperatura
Pimentón,79,alto,63.45,alto,39.2,alto,72.66666666666667,alto,89.93965914007892,alto,33.15550321415218,medio,alerta temperatura
Pimentón,83,alto,87.02499999999999,alto,39.03333333333333,alto,73.38888888888889,alto,89.89984118457784,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,72,alto,99.35,alto,39.43333333333333,alto,75.05555555555554,alto,89.98439495499746,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,70,medio,17.549999999999997,bajo,38.766666666666666,alto,74.94444444444444,alto,61.83915111766262,medio,86.69999334667001,alto,alerta temperatura
Pimentón,83,alto,54.0,medio,39.266666666666666,alto,76.77777777777777,alto,89.95376876747912,alto,45.00001003007015,medio,alerta temperatura
Pimentón,60,medio,77.925,alto,39.2,alto,77.66666666666667,alto,89.93965914007892,alto,10.067042514966253,bajo,alerta temperatura
Pimentón,82,alto,91.875,alto,39.63333333333333,alto,79.38888888888889,alto,90.02329022670176,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,48,medio,74.725,alto,38.93333333333333,alto,58.22222222222221,medio,89.87300064521501,alto,10.522636788553157,bajo,alerta temperatura
Pimentón,94,alto,85.8,alto,38.73333333333333,alto,58.888888888888886,medio,89.81295099520719,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,98,alto,90.225,alto,39.36666666666667,alto,60.94444444444444,medio,89.97296573243311,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,85,alto,72.75,alto,39.5,alto,62.16666666666667,medio,89.99469589646465,alto,10.937633792888466,bajo,alerta temperatura
Pimentón,72,alto,59.75,medio,39.03333333333333,alto,62.388888888888886,medio,89.89984118457784,alto,45.000003858531535,medio,alerta temperatura
Pimentón,59,medio,66.27499999999999,alto,39.2,alto,63.66666666666667,alto,89.93965914007892,alto,12.767528675061682,bajo,alerta temperatura
Pimentón,78,alto,56.75,medio,39.4,alto,65.0,alto,89.97881388722828,alto,45.00000820718561,medio,alerta temperatura
Pimentón,71,alto,73.95,alto,39.36666666666667,alto,65.94444444444444,alto,89.97296573243311,alto,10.675164815052442,bajo,alerta temperatura
Pimentón,72,alto,84.575,alto,38.43333333333333,alto,65.38888888888889,alto,89.70804868514577,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,96,alto,57.8,medio,38.86666666666667,alto,67.11111111111111,alto,89.85389612319277,alto,45.00001003007013,medio,alerta temperatura
Pimentón,30,bajo,48.5,medio,38.16666666666666,alto,66.94444444444444,alto,89.60100223319054,alto,45.00003256161012,medio,alerta temperatura
Pimentón,81,alto,66.55,alto,38.93333333333333,alto,69.22222222222221,alto,89.87300064521501,alto,12.678748483403973,bajo,alerta temperatura
Pimentón,73,alto,82.8,alto,39.4,alto,71.0,alto,89.97881388722828,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,80,alto,98.0,alto,39.833333333333336,alto,72.72222222222223,alto,90.02838436073421,alto,9.966679951145109,bajo,alerta temperatura
Pimentón,80,alto,51.525,medio,38.66666666666666,alto,71.77777777777777,alto,89.79114712771577,alto,45.000008043158395,medio,alerta temperatura
