planta,humedad_aire,humedad_aire_nivel,humedad_suelo,humedad_suelo_nivel,temperatura,temperatura_nivel,luminosidad,luminosidad_nivel,ventilador,ventilador_nivel,rociador,rociador_nivel,recomendacion
Lechuga,51,medio,40.45,medio,26.0,bajo,41.66666666666666,medio,11.640749095388804,bajo,0.0,bajo,estable
Lechuga,16,bajo,46.95,medio,35.0,medio,57.66666666666667,medio,57.05584169455577,medio,45.00003296428638,medio,estable
Lechuga,51,medio,36.6,bajo,39.53333333333333,alto,66.22222222222221,alto,74.63148715009173,medio,81.67242886463814,alto,alerta temperatura
Lechuga,76,alto,38.525,bajo,37.0,alto,63.0,medio,70.93823840979526,medio,80.75300515054285,alto,ventilación
Lechuga,61,medio,12.5,bajo,39.5,alto,68.16666666666667,alto,61.90608139845015,medio,86.69999334667001,alto,alerta temperatura
Lechuga,60,medio,62.5,medio,38.333333333333336,alto,67.22222222222223,alto,89.66936385266764,alto,38.22094537029898,medio,alerta temperatura
Lechuga,45,medio,38.475,bajo,23.818181818181817,bajo,44.03030303030303,medio,17.211450992063785,bajo,80.77734810555981,alto,riego
Lechuga,91,alto,54.15,medio,34.0,medio,62.0,medio,59.225476478373075,medio,45.00001087957724,medio,estable
Lechuga,70,medio,40.275,medio,39.56666666666667,alto,72.27777777777779,alto,90.00384937779621,alto,0.0,bajo,alerta temperatura
Lechuga,62,medio,34.9,bajo,39.53333333333333,alto,73.22222222222221,alto,70.83476187237683,medio,82.4509630893578,alto,alerta temperatura
Lechuga,69,medio,79.14999999999999,alto,39.0,alto,73.33333333333333,alto,89.89112718854929,alto,9.985325586243688,bajo,alerta temperatura
Lechuga,52,medio,32.0,bajo,36.0,medio,69.33333333333333,alto,62.9239959208794,medio,83.69218339830482,alto,riego
Lechuga,30,bajo,46.675,medio,34.0,medio,67.0,alto,87.46476084240307,alto,45.00002363744283,medio,ventilación
Lechuga,52,medio,17.025000000000002,bajo,33.0,medio,66.33333333333334,alto,55.35087093580972,medio,86.69999334667001,alto,riego
Lechuga,33,medio,34.025,bajo,33.0,medio,67.33333333333334,alto,62.65253006778626,medio,82.83787522845766,alto,riego
Lechuga,32,medio,9.0,bajo,34.0,medio,70.0,alto,58.50570134800573,medio,86.69999334667001,alto,riego
Lechuga,87,alto,73.175,alto,39.833333333333336,alto,59.72222222222223,medio,90.02838436073421,alto,10.84123064667144,bajo,alerta temperatura
Lechuga,36,medio,9.825,bajo,31.0,medio,46.0,medio,45.000010513093834,medio,86.69999334667001,alto,riego
Lechuga,76,alto,71.075,alto,37.0,alto,57.0,medio,66.553920987398,medio,11.350718463846007,bajo,estable
Lechuga,32,medio,49.95,medio,33.0,medio,51.333333333333336,medio,50.73081672093554,medio,45.00001682254066,medio,estable
Lechuga,45,medio,20.125,bajo,39.86666666666667,alto,63.77777777777778,alto,61.92090067836459,medio,86.6992499168818,alto,alerta temperatura
Lechuga,54,medio,11.4,bajo,34.0,medio,55.0,medio,53.72782187081061,medio,86.69999334667001,alto,riego
Lechuga,97,alto,39.775,bajo,39.9,alto,65.83333333333333,alto,88.41750017868759,alto,80.13648876745411,alto,alerta temperatura
Lechuga,44,medio,19.55,bajo,35.0,medio,58.66666666666667,medio,56.428437614011564,medio,86.69999334667001,alto,riego
Lechuga,71,alto,78.27499999999999,alto,32.0,medio,54.66666666666667,medio,51.516378037649226,medio,10.037606279085203,bajo,estable
Lechuga,60,medio,62.5,medio,39.0,alto,67.33333333333333,alto,89.89112718854929,alto,38.22094537029898,medio,alerta temperatura
Lechuga,63,medio,40.0,medio,24.0,bajo,43.333333333333336,medio,10.472008762037632,bajo,0.0,bajo,estable
Lechuga,69,medio,31.2,bajo,37.0,alto,66.0,alto,63.90225197235981,medio,84.01198335659468,alto,riego
Lechuga,81,alto,73.55000000000001,alto,25.0,bajo,47.0,medio,34.433809432292215,medio,10.759260107630856,bajo,estable
Lechuga,39,medio,19.175,bajo,39.9,alto,72.83333333333333,alto,61.92151172444875,medio,86.69999334667001,alto,alerta temperatura
Lechuga,55,medio,8.875,bajo,39.66666666666666,alto,73.44444444444444,alto,61.914496335753206,medio,86.69999334667001,alto,alerta temperatura
Lechuga,44,medio,39.625,bajo,35.0,medio,66.66666666666667,alto,83.69797282782821,alto,80.21144317039347,alto,ventilación
Lechuga,55,medio,18.575,bajo,39.56666666666667,alto,75.27777777777779,alto,61.90977604767121,medio,86.69999334667001,alto,alerta temperatura
Lechuga,94,alto,66.825,alto,30.0,medio,60.33333333333333,medio,50.43063914406085,medio,12.590779141675801,bajo,estable
Lechuga,44,medio,56.125,medio,37.0,alto,73.0,alto,89.1195159554859,alto,45.00001059952396,medio,ventilación
Lechuga,41,medio,38.125,bajo,34.0,medio,69.0,alto,75.20390392528502,medio,80.94708285054988,alto,ventilación
Lechuga,40,medio,44.175,medio,39.93333333333333,alto,79.88888888888889,alto,90.03280613418245,alto,0.0,bajo,alerta temperatura
Lechuga,59,medio,23.3,bajo,39.86666666666667,alto,59.77777777777778,medio,62.21048167847612,medio,86.38435417832414,alto,alerta temperatura
Lechuga,39,medio,27.35,bajo,39.0,alto,59.33333333333333,medio,63.24750599328622,medio,85.37662521272136,alto,alerta temperatura
Lechuga,66,medio,31.925,bajo,39.7,alto,61.5,medio,66.72496719707453,medio,83.7226194506607,alto,alerta temperatura
Lechuga,60,medio,60.85,medio,22.0,bajo,33.0,bajo,9.966679951145109,bajo,43.2445773485969,medio,alerta temperatura
Lechuga,65,medio,14.575,bajo,39.9,alto,63.83333333333333,alto,61.92151172444875,medio,86.69999334667001,alto,alerta temperatura
Lechuga,73,alto,61.475,medio,28.0,medio,45.0,medio,25.870718124282234,medio,41.67300757976675,medio,estable
Lechuga,68,medio,75.7,alto,37.0,alto,61.0,medio,66.553920987398,medio,10.351991404100119,bajo,estable
Lechuga,67,medio,75.275,alto,39.86666666666667,alto,66.77777777777777,alto,90.03005100781715,alto,10.423310606208247,bajo,alerta temperatura
Lechuga,55,medio,32.725,bajo,29.0,medio,49.66666666666666,medio,40.50956114743325,medio,83.3933602935627,alto,riego
Lechuga,65,medio,23.275,bajo,32.0,medio,55.66666666666667,medio,45.00000771683173,medio,86.3887414022567,alto,riego
Lechuga,50,medio,31.5,bajo,34.0,medio,60.0,medio,55.85518173943539,medio,83.89332737952806,alto,riego
Lechuga,40,medio,24.0,bajo,39.833333333333336,alto,70.72222222222223,alto,62.34879075783604,medio,86.25092053139716,alto,alerta temperatura
Lechuga,58,medio,38.15,bajo,39.7,alto,71.5,alto,79.80250088908987,alto,80.93506674861581,alto,alerta temperatura
Lechuga,68,medio,13.025,bajo,39.766666666666666,alto,72.61111111111111,alto,61.91822097175896,medio,86.69999334667001,alto,alerta temperatura
Lechuga,66,medio,25.775,bajo,34.0,medio,64.0,alto,54.3218758803308,medio,85.83158808162294,alto,riego
Lechuga,61,medio,16.0,bajo,37.0,alto,70.0,alto,61.52648864070833,medio,86.69999334667001,alto,riego
Lechuga,95,alto,60.075,medio,39.86666666666667,alto,75.77777777777777,alto,90.03005100781715,alto,44.8584556796101,medio,alerta temperatura
Lechuga,60,medio,95.0,alto,39.5,alto,76.16666666666667,alto,89.99469589646465,alto,9.966679951145109,bajo,alerta temperatura
Lechuga,40,medio,37.725,bajo,39.0,alto,76.33333333333333,alto,77.95477595540876,alto,81.13961315600234,alto,alerta temperatura
Lechuga,59,medio,65.0,alto,39.9,alto,78.83333333333333,alto,90.03135112494135,alto,13.189123339296373,bajo,alerta temperatura
Lechuga,51,medio,13.750000000000002,bajo,28.0,medio,60.0,medio,37.90173388709974,medio,86.69999334667001,alto,riego
Lechuga,85,alto,68.0,alto,34.0,medio,50.0,medio,57.569468218643514,medio,12.22448735433764,bajo,estable
Lechuga,80,alto,57.225,medio,39.833333333333336,alto,60.72222222222223,medio,90.02838436073421,alto,45.00000648089368,medio,alerta temperatura
Lechuga,57,medio,28.1,bajo,39.5,alto,61.16666666666667,medio,63.791839058207174,medio,85.13657247648379,alto,alerta temperatura
Lechuga,31,medio,27.875,bajo,39.73333333333333,alto,62.55555555555556,medio,63.71768296757895,medio,85.21005511388876,alto,alerta temperatura
Lechuga,68,medio,15.65,bajo,33.0,medio,52.333333333333336,medio,50.110797945816756,medio,86.69999334667001,alto,riego
Lechuga,88,alto,68.375,alto,39.833333333333336,alto,64.72222222222223,alto,90.02838436073421,alto,12.111032903946885,bajo,alerta temperatura
Lechuga,30,bajo,25.2,bajo,28.0,medio,46.0,medio,37.90173388709974,medio,85.97919178245849,alto,riego
Lechuga,95,alto,47.65,medio,23.90909090909091,bajo,40.18181818181819,medio,10.431625399674092,bajo,44.99999395810283,medio,estable
Lechuga,64,medio,12.225,bajo,40.0,alto,68.0,alto,61.922709967076585,medio,86.69999334667001,alto,alerta temperatura
Lechuga,72,alto,21.15,bajo,26.0,bajo,45.66666666666666,medio,32.71095056009128,medio,86.6565937797688,alto,riego
Lechuga,90,alto,23.525,bajo,37.0,alto,65.0,alto,61.52648864070833,medio,86.34361526209639,alto,riego
Lechuga,62,medio,57.45,medio,39.0,alto,69.33333333333333,alto,89.89112718854929,alto,45.00001263629696,medio,alerta temperatura
Lechuga,63,medio,4.675,bajo,39.53333333333333,alto,71.22222222222221,alto,61.907971747922495,medio,86.69999334667001,alto,alerta temperatura
Lechuga,54,medio,33.85,bajo,39.766666666666666,alto,72.61111111111111,alto,69.13725881172195,medio,82.91404573547177,alto,alerta temperatura
Lechuga,53,medio,22.4,bajo,39.7,alto,73.5,alto,62.05441201922439,medio,86.52537707221441,alto,alerta temperatura
Lechuga,36,medio,4.05,bajo,39.63333333333333,alto,74.38888888888889,alto,61.91303613974476,medio,86.69999334667001,alto,alerta temperatura
Lechuga,67,medio,77.525,alto,39.9,alto,75.83333333333333,alto,90.03135112494135,alto,10.106222638181173,bajo,alerta temperatura
Lechuga,66,medio,21.525,bajo,23.818181818181817,bajo,50.03030303030303,medio,24.71080397313845,medio,86.62575702923913,alto,riego
Lechuga,66,medio,5.5,bajo,34.0,medio,68.0,alto,56.91279711118932,medio,86.69999334667001,alto,riego
Lechuga,80,alto,65.60000000000001,alto,25.0,bajo,54.0,medio,34.00692499870241,medio,12.988740466671914,bajo,estable
Lechuga,33,medio,13.025,bajo,29.0,medio,61.66666666666666,medio,45.18586299819045,medio,86.69999334667001,alto,riego
Lechuga,57,medio,10.525,bajo,32.0,medio,46.66666666666667,medio,45.00000771683173,medio,86.69999334667001,alto,riego
Lechuga,10,bajo,31.8,bajo,39.0,alto,59.33333333333333,medio,66.37181394054008,medio,83.77313903136266,alto,alerta temperatura
Lechuga,32,medio,18.275,bajo,33.0,medio,50.333333333333336,medio,50.110797945816756,medio,86.69999334667001,alto,riego
Lechuga,68,medio,24.5,bajo,39.73333333333333,alto,62.55555555555556,medio,62.457323402023235,medio,86.14397630968384,alto,alerta temperatura
Lechuga,39,medio,51.475,medio,39.86666666666667,alto,63.77777777777778,alto,90.03005100781715,alto,45.000012047853765,medio,alerta temperatura
Lechuga,78,alto,72.375,alto,39.86666666666667,alto,64.77777777777777,alto,90.03005100781715,alto,11.025654648177989,bajo,alerta temperatura
Lechuga,42,medio,53.425,medio,39.9,alto,65.83333333333333,alto,90.03135112494135,alto,45.000012439215894,medio,alerta temperatura
Lechuga,67,medio,6.35,bajo,39.73333333333333,alto,66.55555555555556,alto,61.91712703993615,medio,86.69999334667001,alto,alerta temperatura
Lechuga,32,medio,13.45,bajo,39.66666666666666,alto,67.44444444444444,alto,61.914496335753206,medio,86.69999334667001,alto,alerta temperatura
Lechuga,62,medio,16.675,bajo,39.56666666666667,alto,68.27777777777779,alto,61.90977604767121,medio,86.69999334667001,alto,alerta temperatura
Lechuga,39,medio,39.35,bajo,35.0,medio,61.66666666666667,medio,61.937803577075606,medio,80.3482127034502,alto,riego
Lechuga,59,medio,4.875,bajo,39.96666666666667,alto,70.94444444444444,alto,61.922417756631404,medio,86.69999334667001,alto,alerta temperatura
Lechuga,86,alto,26.0,bajo,39.93333333333333,alto,71.88888888888889,alto,62.928541492104934,medio,85.77100063368239,alto,alerta temperatura
Lechuga,37,medio,19.775,bajo,39.766666666666666,alto,72.61111111111111,alto,61.91822097175896,medio,86.69999334667001,alto,alerta temperatura
Lechuga,74,alto,75.64999999999999,alto,33.0,medio,62.333333333333336,medio,59.101409959674406,medio,10.360122932155369,bajo,estable
Lechuga,89,alto,52.575,medio,22.0,bajo,45.0,medio,9.966679951145109,bajo,45.000006125802415,medio,alerta temperatura
Lechuga,34,medio,23.75,bajo,39.766666666666666,alto,75.61111111111111,alto,62.288782147827476,medio,86.30082561247701,alto,alerta temperatura
Lechuga,65,medio,54.125,medio,38.0,alto,73.66666666666666,alto,89.52799123796237,alto,45.00000958489665,medio,alerta temperatura
